ID,EMPLOYEEID,ORDERDATE,REQUIREDDATE,SHIPPEDDATE,SHIPVIA,FREIGHT,SHIPNAME,SHIPADDRESS,SHIPCITY,SHIPREGION,SHIPPOSTALCODE,SHIPCOUNTRY
10345,2,2012-11-04,2012-12-02,2012-11-11,2,249.06,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10275,1,2012-08-07,2012-09-04,2012-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
10337,4,2012-10-24,2012-11-21,2012-10-29,3,108.26,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
10255,9,2012-07-12,2012-08-09,2012-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
10249,6,2012-07-05,2012-08-16,2012-07-10,1,11.61,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
10835,1,2014-01-15,2014-02-12,2014-01-21,3,69.53,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
10396,1,2012-12-27,2013-01-10,2013-01-06,3,135.35,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
10919,2,2014-03-02,2014-03-30,2014-03-04,2,19.80,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
10548,3,2013-05-26,2013-06-23,2013-06-02,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
10537,1,2013-05-14,2013-05-28,2013-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
10478,2,2013-03-18,2013-04-01,2013-03-26,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10651,8,2013-09-01,2013-09-29,2013-09-11,2,20.60,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
10489,6,2013-03-28,2013-04-25,2013-04-09,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10501,9,2013-04-09,2013-05-07,2013-04-16,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
10363,4,2012-11-26,2012-12-24,2012-12-04,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
10338,4,2012-10-25,2012-11-22,2012-10-29,3,84.21,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
10880,7,2014-02-10,2014-03-24,2014-02-18,1,88.01,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10612,1,2013-07-28,2013-08-25,2013-08-01,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10369,8,2012-12-02,2012-12-30,2012-12-09,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
10364,1,2012-11-26,2013-01-07,2012-12-04,1,71.97,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
10394,1,2012-12-25,2013-01-22,2013-01-03,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
10697,3,2013-10-08,2013-11-05,2013-10-14,1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
10466,4,2013-03-06,2013-04-03,2013-03-13,1,11.93,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
10991,1,2014-04-01,2014-04-29,2014-04-07,1,38.51,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10381,3,2012-12-12,2013-01-09,2012-12-13,3,7.99,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10554,4,2013-05-30,2013-06-27,2013-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
10947,3,2014-03-13,2014-04-10,2014-03-16,2,3.26,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10762,3,2013-12-02,2013-12-30,2013-12-09,1,328.74,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10555,6,2013-06-02,2013-06-30,2013-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10987,8,2014-03-31,2014-04-28,2014-04-06,1,185.48,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
11044,4,2014-04-23,2014-05-21,2014-05-01,1,8.72,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
10448,4,2013-02-17,2013-03-17,2013-02-24,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
10408,8,2013-01-08,2013-02-05,2013-01-14,1,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
10597,7,2013-07-11,2013-08-08,2013-07-18,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10746,1,2013-11-19,2013-12-17,2013-11-21,3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
10736,9,2013-11-11,2013-12-09,2013-11-21,2,44.10,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
11034,8,2014-04-20,2014-06-01,2014-04-27,1,40.32,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
10730,5,2013-11-05,2013-12-03,2013-11-14,1,20.12,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10827,1,2014-01-12,2014-01-26,2014-02-06,2,63.54,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10734,2,2013-11-07,2013-12-05,2013-11-12,3,1.63,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
10323,4,2012-10-07,2012-11-04,2012-10-14,1,4.88,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10401,1,2013-01-01,2013-01-29,2013-01-10,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10306,1,2012-09-16,2012-10-14,2012-09-23,3,7.56,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
10953,9,2014-03-16,2014-03-30,2014-03-25,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10634,4,2013-08-15,2013-09-12,2013-08-21,3,487.38,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
10341,7,2012-10-29,2012-11-26,2012-11-05,3,26.78,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
10480,6,2013-03-20,2013-04-17,2013-03-24,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
10417,4,2013-01-16,2013-02-13,2013-01-28,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
10967,2,2014-03-23,2014-04-20,2014-04-02,2,62.22,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
11073,2,2014-05-05,2014-06-02,,2,24.95,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
10809,7,2014-01-01,2014-01-29,2014-01-07,1,4.87,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
10891,7,2014-02-17,2014-03-17,2014-02-19,2,20.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10563,2,2013-06-10,2013-07-22,2013-06-24,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10889,9,2014-02-16,2014-03-16,2014-02-23,3,280.61,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10723,3,2013-10-30,2013-11-27,2013-11-25,1,21.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
11030,7,2014-04-17,2014-05-15,2014-04-27,2,830.75,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
11055,7,2014-04-28,2014-05-26,2014-05-05,2,120.92,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10263,9,2012-07-23,2012-08-20,2012-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
11007,8,2014-04-08,2014-05-06,2014-04-13,2,202.24,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
10741,4,2013-11-14,2013-11-28,2013-11-18,3,10.96,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
11054,8,2014-04-28,2014-05-26,,1,0.33,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
10860,3,2014-01-29,2014-02-26,2014-02-04,3,19.26,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
10975,1,2014-03-25,2014-04-22,2014-03-27,3,32.27,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10969,1,2014-03-23,2014-04-20,2014-03-30,2,0.21,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
10642,7,2013-08-22,2013-09-19,2013-09-05,3,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
10368,2,2012-11-29,2012-12-27,2012-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10671,1,2013-09-17,2013-10-15,2013-09-24,1,30.34,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
10768,3,2013-12-08,2014-01-05,2013-12-15,2,146.32,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
